chromosome	type	id	strand	orf.start	orf.end	utr3.start	utr3.end	utr5.start	utr5.end
chrVIII	gene	YHR033W	+	175548	176819	176820	176869	175413	175547
chrVIII	gene	YHR035W	+	178219	180111	180112	180246	178169	178218
chrVIII	gene	YHR036W	+	180345	181760	181761	181932	180210	180344
chrVIII	gene	YHR037W	+	181977	183704	183705	183860	181933	181976
chrVIII	gene	YHR038W	+	184066	184758	184759	184852	183833	184065
chrVIII	gene	YHR040W	+	187924	189024	189025	189129	187907	187923
chrVIII	gene	YHR042W	+	190543	192618	192619	193135	190239	190542
chrVIII	gene	YHR045W	+	195551	197233	197234	197254	195316	195550
chrVIII	gene	YHR048W	+	204607	206151	206152	206429	204410	204606
chrVIII	gene	YHR049W	+	206462	207193	207194	207336	206430	206461
chrVIII	gene	YHR050W	+	207654	209303	209304	209365	207381	207653
chrVIII	gene	YHR050W-A	+	209475	209645	209646	209944	209445	209474
chrVIII	gene	YHR051W	+	209705	210151	210152	210645	209445	209704
chrVIII	gene	YHR052W	+	210848	211978	211979	212118	210821	210847
chrVIII	gene	YHR052W-A	+	212510	212704	212705	212839	212375	212509
chrVIII	gene	YHR054W-A	+	214508	214702	214703	214837	214373	214507
chrVIII	gene	YHR056W-A	+	217406	217840	217841	217882	217271	217405
chrVIII	gene	YHR059W	+	220108	220500	220501	220589	220054	220107
chrVIII	gene	YHR060W	+	220725	221270	221271	221337	220718	220724
chrVIII	gene	YHR063W-A	+	225442	225777	225778	225943	225241	225441
chrVIII	gene	YHR066W	+	229335	230696	230697	230930	229302	229334
chrVIII	gene	YHR067W	+	230970	231812	231813	232146	230931	230969
chrVIII	gene	YHR068W	+	232133	233296	233297	233436	232059	232132
chrVIII	gene	YHR070W	+	234881	236380	236381	236959	234746	234880
chrVIII	gene	YHR071W	+	237004	237693	237694	237802	236651	237003
chrVIII	gene	YHR072W	+	239098	241293	241294	241395	239015	239097
chrVIII	gene	YHR072W-A	+	241664	241840	241841	242311	241543	241663
chrVIII	gene	YHR073W	+	242582	245572	245573	245729	242482	242581
chrVIII	gene	YHR073W-A	+	242868	243044	243045	243179	242482	242867
chrVIII	gene	YHR074W	+	246193	248337	248338	248450	246072	246192
chrVIII	gene	YHR076W	+	251101	252225	252226	252342	251074	251100
chrVIII	gene	YHR078W	+	256360	258018	258019	258257	256018	256359
chrVIII	gene	YHR081W	+	267538	268092	268093	268246	267490	267537
chrVIII	gene	YHR083W	+	272627	273616	273617	273793	272618	272626
chrVIII	gene	YHR084W	+	274174	276240	276241	276551	273837	274173
chrVIII	gene	YHR085W	+	276764	277768	277769	277956	276417	276763
chrVIII	gene	YHR086W	+	278153	279724	279725	280166	277947	278152
chrVIII	gene	YHR086W-A	+	280231	280392	280393	280527	280096	280230
chrVIII	gene	YHR087W	+	280820	281155	281156	281340	280497	280819
chrVIII	gene	YHR088W	+	281495	282382	282383	282536	281337	281494
chrVIII	gene	YHR093W	+	289142	289690	289691	289825	289007	289141
chrVIII	gene	YHR095W	+	292943	293437	293438	293572	292808	292942
chrVIII	gene	YHR099W	+	302761	313995	313996	314856	302622	302760
chrVIII	gene	YHR102W	+	316572	319814	319815	319960	316396	316571
chrVIII	gene	YHR103W	+	320414	322972	322973	323067	320168	320413
chrVIII	gene	YHR104W	+	323409	324392	324393	324581	323320	323408
chrVIII	gene	YHR105W	+	324766	325410	325411	325545	324650	324765
chrVIII	gene	YHR106W	+	325598	326626	326627	326785	325454	325597
chrVIII	gene	YHR108W	+	328303	330060	330061	330244	328245	328302
chrVIII	gene	YHR109W	+	330310	332067	332068	332255	330296	330309
chrVIII	gene	YHR110W	+	332282	332920	332921	333030	332256	332281
chrVIII	gene	YHR111W	+	333072	334394	334395	334435	332936	333071
chrVIII	gene	YHR113W	+	336337	337809	337810	337948	336316	336336
chrVIII	gene	YHR114W	+	338083	339984	339985	340125	337981	338082
chrVIII	gene	YHR116W	+	341665	342120	342121	342376	341616	341664
chrVIII	gene	YHR117W	+	342349	344268	344269	344515	341616	342348
chrVIII	gene	YHR119W	+	346043	349285	349286	349429	345807	346042
chrVIII	gene	YHR120W	+	349574	352453	352454	352512	349466	349573
chrVIII	gene	YHR121W	+	352756	353319	353320	353450	352588	352755
chrVIII	gene	YHR122W	+	353625	354320	354321	354598	353527	353624
chrVIII	gene	YHR123W	+	354815	356081	356082	356212	354779	354814
chrVIII	gene	YHR124W	+	356561	358444	358445	358478	356469	356560
chrVIII	gene	YHR125W	+	358858	359163	359164	359298	358723	358857
chrVIII	gene	YHR127W	+	360913	361644	361645	361815	360667	360912
chrVIII	gene	YHR128W	+	362115	362765	362766	362986	361727	362114
chrVIII	gene	YHR131W-A	+	367747	367992	367993	368435	367612	367746
chrVIII	gene	YHR132W-A	+	370054	370449	370450	370765	369928	370053
chrVIII	gene	YHR134W	+	371749	372558	372559	372697	370946	371748
chrVIII	gene	YHR137W	+	375709	377250	377251	377348	375480	375708
chrVIII	gene	YHR140W	+	380572	381291	381292	381386	380555	380571
chrVIII	gene	YHR142W	+	383538	384488	384489	384637	383314	383537
chrVIII	gene	YHR143W	+	385510	386487	386488	386728	385241	385509
chrVIII	gene	YHR143W-A	+	387233	387445	387446	387713	387134	387232
chrVIII	gene	YHR146W	+	390300	391697	391698	391750	390251	390299
chrVIII	gene	YHR148W	+	393534	394085	394086	394398	393473	393533
chrVIII	gene	YHR150W	+	397251	398990	398991	399206	397210	397250
chrVIII	gene	YHR152W	+	401434	401955	401956	402062	401303	401433
chrVIII	gene	YHR154W	+	402966	406178	406179	406252	402914	402965
chrVIII	gene	YHR155W	+	407103	410789	410790	411139	407019	407102
chrVIII	gene	YHR157W	+	412907	413455	413456	413666	412833	412906
chrVIII	gene	YHR159W	+	417549	419063	419064	419225	417470	417548
chrVIII	gene	YHR162W	+	423072	423461	423462	423576	422903	423071
chrVIII	gene	YHR163W	+	423724	424473	424474	424628	423528	423723
chrVIII	gene	YHR165W-A	+	436647	436958	436959	437048	436512	436646
chrVIII	gene	YHR167W	+	439342	440127	440128	440197	439275	439341
chrVIII	gene	YHR168W	+	440377	441933	441934	442132	440242	440376
chrVIII	gene	YHR169W	+	442181	443476	443477	443567	442051	442180
chrVIII	gene	YHR170W	+	443828	445384	445385	445527	443776	443827
chrVIII	gene	YHR171W	+	445713	447605	447606	447871	445707	445712
chrVIII	gene	YHR172W	+	448335	450806	450807	451299	448260	448334
chrVIII	gene	YHR174W	+	451327	452640	452641	452889	451205	451326
chrVIII	gene	YHR175W	+	452872	453441	453442	453815	452737	452871
chrVIII	gene	YHR175W-A	+	453558	453707	453708	453815	452899	453557
chrVIII	gene	YHR176W	+	454229	455527	455528	455768	454108	454228
chrVIII	gene	YHR177W	+	456591	457952	457953	458087	456409	456590
chrVIII	gene	YHR178W	+	459299	461530	461531	461679	459232	459298
chrVIII	gene	YHR179W	+	462502	463704	463705	463809	462393	462501
chrVIII	gene	YHR180W	+	465178	465669	465670	465932	465133	465177
chrVIII	gene	YHR180W-A	+	466932	467114	467115	467249	466797	466931
chrVIII	gene	YHR181W	+	467228	467914	467915	468027	467169	467227
chrVIII	gene	YHR182W	+	468219	470576	470577	470606	468187	468218
chrVIII	gene	YHR183W	+	470960	472429	472430	472669	470882	470959
chrVIII	gene	YHR184W	+	472744	474459	474460	474580	472609	472743
chrVIII	gene	YHR187W	+	480990	481919	481920	482029	480954	480989
chrVIII	gene	YHR189W	+	484028	484600	484601	484799	483860	484027
chrVIII	gene	YHR190W	+	484845	486179	486180	486279	484795	484844
chrVIII	gene	YHR192W	+	486826	487662	487663	487740	486796	486825
chrVIII	gene	YHR194W	+	488657	490396	490397	490483	488608	488656
chrVIII	gene	YHR195W	+	490747	491712	491713	491904	490428	490746
chrVIII	gene	YHR196W	+	491931	493658	493659	493806	491875	491930
chrVIII	gene	YHR197W	+	493896	496187	496188	496294	493846	493895
chrVIII	gene	YHR200W	+	499079	499885	499886	499952	499047	499078
chrVIII	gene	YHR202W	+	502388	504196	504197	504347	502368	502387
chrVIII	gene	YHR204W	+	506319	508709	508710	508832	506113	506318
chrVIII	gene	YHR205W	+	509363	511837	511838	512105	509228	509362
chrVIII	gene	YHR206W	+	512732	514600	514601	514900	512434	512731
chrVIII	gene	YHR208W	+	517532	518713	518714	518869	517509	517531
chrVIII	gene	YHR209W	+	519437	520312	520313	520390	518831	519436
chrVIII	gene	YHR211W	+	525392	528619	528620	528754	525257	525391
chrVIII	gene	YHR212W-A	+	538742	538945	538946	539080	538607	538741
chrVIII	gene	YHR213W	+	539151	539747	539748	539882	539016	539150
chrVIII	gene	YHR213W-A	+	540549	540782	540783	540917	540414	540548
chrVIII	gene	YHR213W-B	+	540800	541099	541100	541234	540665	540799
chrVIII	gene	YHR214W	+	541651	542262	542263	542397	541516	541650
chrVIII	gene	YHR214W-A	+	543008	543493	543494	543628	542873	543007
chrVIII	gene	YHR215W	+	552099	553502	553503	553569	552054	552098
chrVIII	gene	YHR216W	+	554396	555967	555968	556152	554200	554395
chrVIII	gene	YHR218W	+	558014	559924	559925	560059	557879	558013
chrVIII	gene	YHR218W-A	+	559932	560249	560250	560384	559797	559931
chrVIII	gene	YHR219W	+	560173	562047	562048	562182	560038	560172
chrIX	gene	YIL001W	+	353940	355481	355482	355570	353778	353939
chrIX	gene	YIL002W-A	+	350301	350510	350511	350705	350266	350300
chrIX	gene	YIL003W	+	349122	350003	350004	350099	349089	349121
chrIX	gene	YIL005W	+	345692	347797	347798	348561	345548	345691
chrIX	gene	YIL006W	+	344062	345183	345184	345436	343665	344061
chrIX	gene	YIL008W	+	342536	342835	342836	342961	342465	342535
chrIX	gene	YIL009W	+	339344	341428	341429	341647	338999	339343
chrIX	gene	YIL010W	+	334882	335529	335530	335709	334849	334881
chrIX	gene	YIL011W	+	333727	334536	334537	334708	333694	333726
chrIX	gene	YIL012W	+	333011	333352	333353	333722	332876	333010
chrIX	gene	YIL014W	+	326103	327995	327996	328020	325881	326102
chrIX	gene	YIL015W	+	322342	324105	324106	324254	322285	322341
chrIX	gene	YIL016W	+	321454	321933	321934	321998	321158	321453
chrIX	gene	YIL018W	+	316768	317932	317933	318212	316669	316767
chrIX	gene	YIL019W	+	315093	316133	316134	316343	315065	315092
chrIX	gene	YIL021W	+	312905	313861	313862	313994	312588	312904
chrIX	gene	YIL022W	+	311165	312460	312461	312685	311028	311164
chrIX	gene	YIL028W	+	302100	302498	302499	302915	301966	302099
chrIX	gene	YIL029W-A	+	299735	300106	300107	300241	299600	299734
chrIX	gene	YIL030W-A	+	295565	295903	295904	296135	295430	295564
chrIX	gene	YIL031W	+	292633	295737	295738	295872	292465	292632
chrIX	gene	YIL036W	+	285666	287429	287430	287806	285387	285665
chrIX	gene	YIL039W	+	278426	279847	279848	279946	278349	278425
chrIX	gene	YIL040W	+	277723	278139	278140	278309	277707	277722
chrIX	gene	YIL041W	+	276525	277505	277506	277612	276502	276524
chrIX	gene	YIL045W	+	271161	272777	272778	272922	270900	271160
chrIX	gene	YIL046W	+	268651	270573	270574	270703	268288	268650
chrIX	gene	YIL046W-A	+	268309	268473	268474	268608	268288	268308
chrIX	gene	YIL048W	+	261437	264892	264893	265018	261107	261436
chrIX	gene	YIL049W	+	260158	260919	260920	260990	260141	260157
chrIX	gene	YIL050W	+	258913	259770	259771	260007	258332	258912
chrIX	gene	YIL053W	+	255115	255867	255868	256027	255018	255114
chrIX	gene	YIL054W	+	254543	254860	254861	255017	254278	254542
chrIX	gene	YIL056W	+	249991	251913	251914	252019	249541	249990
chrIX	gene	YIL058W	+	246914	247198	247199	247845	246522	246913
chrIX	gene	YIL064W	+	241943	242716	242717	242796	241814	241942
chrIX	gene	YIL066W-A	+	237366	237809	237810	237811	237231	237365
chrIX	gene	YIL068W-A	+	233013	233396	233397	233531	232854	233012
chrIX	gene	YIL071W-A	+	228550	229026	229027	229161	228361	228549
chrIX	gene	YIL072W	+	226602	228419	228420	228575	226021	226601
chrIX	gene	YIL076W	+	216658	217548	217549	217713	216558	216657
chrIX	gene	YIL078W	+	212499	214703	214704	214778	212451	212498
chrIX	gene	YIL082W	+	205635	206507	206508	207123	205500	205634
chrIX	gene	YIL089W	+	195599	196216	196217	196672	195273	195598
chrIX	gene	YIL090W	+	193595	195070	195071	195387	193433	193594
chrIX	gene	YIL092W	+	189066	190967	190968	191102	189029	189065
chrIX	gene	YIL095W	+	183937	186369	186370	186444	183779	183936
chrIX	gene	YIL097W	+	180427	181977	181978	182088	180402	180426
chrIX	gene	YIL099W	+	178004	179653	179654	179762	177283	178003
chrIX	gene	YIL100W	+	177373	177726	177727	177861	177283	177372
chrIX	gene	YIL103W	+	171751	173028	173029	173680	171721	171750
chrIX	gene	YIL105W-A	+	167664	167804	167805	167939	167597	167663
chrIX	gene	YIL106W	+	166415	167444	167445	167596	166217	166414
chrIX	gene	YIL108W	+	160887	162977	162978	163290	160731	160886
chrIX	gene	YIL110W	+	156045	157178	157179	157744	155829	156044
chrIX	gene	YIL111W	+	155222	155765	155766	155828	154909	155221
chrIX	gene	YIL112W	+	151595	154846	154847	154966	151471	151594
chrIX	gene	YIL113W	+	150559	151188	151189	151490	150431	150558
chrIX	gene	YIL115W-A	+	144268	144639	144640	144752	144068	144267
chrIX	gene	YIL116W	+	142928	144085	144086	144180	142748	142927
chrIX	gene	YIL118W	+	139752	140447	140448	140604	139558	139751
chrIX	gene	YIL120W	+	134417	136108	136109	136436	133977	134416
chrIX	gene	YIL121W	+	132244	133872	133873	134030	132097	132243
chrIX	gene	YIL122W	+	130610	131665	131666	131812	130321	130609
chrIX	gene	YIL123W	+	127662	129581	129582	129920	127355	127661
chrIX	gene	YIL124W	+	126204	127097	127098	127349	125835	126203
chrIX	gene	YIL125W	+	122689	125733	125734	125887	122395	122688
chrIX	gene	YIL126W	+	117992	122071	122072	122207	117919	117991
chrIX	gene	YIL128W	+	113806	116904	116905	117003	113564	113805
chrIX	gene	YIL130W	+	102782	105676	105677	105790	102645	102781
chrIX	gene	YIL134W	+	97395	98330	98331	98509	97358	97394
chrIX	gene	YIL136W	+	93619	94800	94801	94885	93506	93618
chrIX	gene	YIL140W	+	85366	87837	87838	87972	85234	85365
chrIX	gene	YIL141W	+	85053	85442	85443	85577	84918	85052
chrIX	gene	YIL142W	+	83302	84885	84886	84939	83264	83301
chrIX	gene	YIL144W	+	78074	80149	80150	80151	77983	78073
chrIX	gene	YIL148W	+	68708	69528	69529	69608	68549	68707
chrIX	gene	YIL153W	+	55198	56379	56380	56416	55175	55197
chrIX	gene	YIL156W	+	48091	51306	51307	51507	47820	48090
chrIX	gene	YIL156W-A	+	47292	47693	47694	47828	46791	47291
chrIX	gene	YIL156W-B	+	47690	47973	47974	48070	47658	47689
chrIX	gene	YIL158W	+	46201	46815	46816	46913	46170	46200
chrIX	gene	YIL161W	+	39433	40140	40141	40175	39164	39432
chrIX	gene	YIL162W	+	37385	38983	38984	39163	37167	37384
chrIX	gene	YIL171W-A	+	18260	18712	18713	18847	18125	18259
chrIX	gene	YIL173W	+	11492	16141	16142	16276	11357	11491
chrIX	gene	YIL177W-A	+	846	1328	1329	1463	711	845
chrIX	gene	YIR003W	+	360885	362924	362925	363030	360823	360884
chrIX	gene	YIR004W	+	363221	364519	364520	364791	363192	363220
chrIX	gene	YIR005W	+	364889	365335	365336	365780	364805	364888
chrIX	gene	YIR007W	+	370704	372998	372999	373133	370616	370703
chrIX	gene	YIR009W	+	374525	374860	374861	375308	374472	374524
chrIX	gene	YIR010W	+	375431	377161	377162	377289	375347	375430
chrIX	gene	YIR012W	+	378486	379781	379782	380954	378470	378485
chrIX	gene	YIR014W	+	381086	381814	381815	382610	381071	381085
chrIX	gene	YIR015W	+	381948	382382	382383	382610	381813	381947
chrIX	gene	YIR016W	+	382628	383425	383426	383503	382579	382627
chrIX	gene	YIR017W-A	+	383566	384165	384166	384467	383431	383565
chrIX	gene	YIR018W	+	384609	385346	385347	385739	384540	384608
chrIX	gene	YIR020W-A	+	394917	395159	395160	395294	394782	394916
chrIX	gene	YIR021W	+	397294	398385	398386	398584	397262	397293
chrIX	gene	YIR021W-A	+	398514	398726	398727	399356	398082	398513
chrIX	gene	YIR022W	+	398733	399236	399237	399356	398667	398732
chrIX	gene	YIR023W	+	399777	402689	402690	402725	399757	399776
chrIX	gene	YIR025W	+	403659	404765	404766	404857	403638	403658
chrIX	gene	YIR028W	+	408468	410375	410376	410510	408333	408467
chrIX	gene	YIR029W	+	410807	411838	411839	411920	410158	410806
chrIX	gene	YIR030W-A	+	412899	413282	413283	413417	412764	412898
chrIX	gene	YIR033W	+	416124	419465	419466	420753	416042	416123
chrIX	gene	YIR036W-A	+	422635	423036	423037	423171	422071	422634
chrIX	gene	YIR037W	+	423128	423619	423620	423711	423039	423127
chrIX	gene	YIR041W	+	433929	434303	434304	434438	433794	433928
chrX	gene	YJL001W	+	435163	435926	435927	436040	435049	435162
chrX	gene	YJL003W	+	432644	433000	433001	433200	432549	432643
chrX	gene	YJL005W	+	425157	431237	431238	431450	424949	425156
chrX	gene	YJL009W	+	419855	420181	420182	420836	419764	419854
chrX	gene	YJL014W	+	407558	409162	409163	409284	407442	407557
chrX	gene	YJL016W	+	405588	407273	407274	407382	405166	405587
chrX	gene	YJL019W	+	402897	404945	404946	405165	402726	402896
chrX	gene	YJL020W-A	+	400981	401238	401239	401373	400846	400980
chrX	gene	YJL022W	+	398109	398417	398418	398739	397974	398108
chrX	gene	YJL025W	+	393967	395511	395512	396352	393614	393966
chrX	gene	YJL026W	+	392404	393603	393604	393740	392074	392403
chrX	gene	YJL028W	+	391311	391646	391647	391781	391176	391310
chrX	gene	YJL030W	+	387657	388247	388248	388262	387576	387656
chrX	gene	YJL032W	+	386348	386662	386663	386797	386196	386347
chrX	gene	YJL033W	+	383837	386149	386150	386233	383736	383836
chrX	gene	YJL034W	+	381327	383375	383376	383573	381183	381326
chrX	gene	YJL036W	+	378825	380096	380097	380239	378484	378824
chrX	gene	YJL037W	+	376662	377336	377337	377447	376651	376661
chrX	gene	YJL041W	+	365784	368373	368374	368503	365726	365783
chrX	gene	YJL042W	+	361249	365445	365446	365568	361171	361248
chrX	gene	YJL043W	+	360130	360903	360904	361038	359629	360129
chrX	gene	YJL045W	+	356024	357928	357929	358063	355809	356023
chrX	gene	YJL046W	+	352386	353615	353616	353798	352277	352385
chrX	gene	YJL049W	+	345973	347325	347326	347404	345874	345972
chrX	gene	YJL050W	+	342522	345743	345744	345792	342254	342521
chrX	gene	YJL051W	+	339787	342255	342256	342390	339634	339786
chrX	gene	YJL052W	+	338271	339269	339270	339471	338097	338270
chrX	gene	YJL053W	+	335898	337037	337038	337172	335763	335897
chrX	gene	YJL054W	+	334265	335701	335702	335892	334044	334264
chrX	gene	YJL055W	+	333357	334094	334095	334157	333244	333356
chrX	gene	YJL059W	+	324964	326190	326191	326282	324801	324963
chrX	gene	YJL060W	+	323386	324720	324721	324810	323260	323385
chrX	gene	YJL061W	+	320016	322157	322158	322275	319897	320015
chrX	gene	YJL062W	+	317284	319776	319777	319860	317067	317283
chrX	gene	YJL062W-A	+	316723	316980	316981	317179	316567	316722
chrX	gene	YJL064W	+	315175	315570	315571	315705	315040	315174
chrX	gene	YJL067W	+	314084	314434	314435	314569	313949	314083
chrX	gene	YJL071W	+	306132	307856	307857	307863	305984	306131
chrX	gene	YJL073W	+	303181	305118	305119	305821	302996	303180
chrX	gene	YJL076W	+	295245	298814	298815	299022	295200	295244
chrX	gene	YJL077W-A	+	294799	294885	294886	295020	294664	294798
chrX	gene	YJL077W-B	+	294047	294145	294146	294346	293912	294046
chrX	gene	YJL082W	+	281185	283380	283381	283600	280803	281184
chrX	gene	YJL083W	+	278841	280655	280656	280802	278703	278840
chrX	gene	YJL085W	+	272827	274698	274699	275068	272669	272826
chrX	gene	YJL088W	+	268799	269815	269816	269912	268772	268798
chrX	gene	YJL089W	+	265926	268415	268416	268673	265791	265925
chrX	gene	YJL092W	+	257423	260947	260948	261039	257133	257422
chrX	gene	YJL095W	+	247255	251691	251692	251765	246933	247254
chrX	gene	YJL096W	+	246490	246975	246976	247042	246173	246489
chrX	gene	YJL097W	+	245591	246244	246245	246300	245453	245590
chrX	gene	YJL098W	+	242082	245258	245259	245327	242055	242081
chrX	gene	YJL099W	+	239414	241654	241655	242001	239220	239413
chrX	gene	YJL100W	+	237263	239086	239087	239221	236589	237262
chrX	gene	YJL102W	+	231301	233760	233761	233804	231186	231300
chrX	gene	YJL104W	+	227327	227776	227777	227945	227209	227326
chrX	gene	YJL105W	+	225055	226737	226738	226872	224920	225054
chrX	gene	YJL106W	+	221390	223327	223328	223542	221291	221389
chrX	gene	YJL111W	+	207877	209529	209530	209659	207711	207876
chrX	gene	YJL112W	+	205305	207449	207450	207590	204845	205304
chrX	gene	YJL115W	+	196287	197126	197127	197209	195947	196286
chrX	gene	YJL117W	+	192531	193466	193467	193518	192392	192530
chrX	gene	YJL118W	+	191639	192298	192299	192467	191019	191638
chrX	gene	YJL120W	+	191022	191345	191346	191480	191019	191021
chrX	gene	YJL122W	+	189716	190243	190244	190400	189619	189715
chrX	gene	YJL126W	+	184501	185424	185425	185455	184356	184500
chrX	gene	YJL127W-A	+	180194	180310	180311	180768	180059	180193
