chromosome	type	start	end	strand	id	name	transcript.start	transcript.end
chrX	gene	381327	383375	+	YJL034W	KAR2	381183	383573
chrX	gene	378825	380096	+	YJL036W	SNX4	378484	380239
chrX	gene	376662	377336	+	YJL037W	IRC18	376651	377447
chrX	gene	365784	368373	+	YJL041W	NSP1	365726	368503
chrX	gene	361249	365445	+	YJL042W	MHP1	361171	365568
chrX	gene	360130	360903	+	YJL043W		359629	361038
chrX	gene	356024	357928	+	YJL045W		355809	358063
chrX	gene	352386	353615	+	YJL046W	AIM22	352277	353798
chrX	gene	345973	347325	+	YJL049W	CHM7	345874	347404
chrX	gene	342522	345743	+	YJL050W	MTR4	342254	345792
chrX	gene	339787	342255	+	YJL051W	IRC8	339634	342390
chrX	gene	338271	339269	+	YJL052W	TDH1	338097	339471
chrX	gene	335898	337037	+	YJL053W	PEP8	335763	337172
chrX	gene	334265	335701	+	YJL054W	TIM54	334044	335892
chrX	gene	333357	334094	+	YJL055W		333244	334157
chrX	gene	324964	326190	+	YJL059W	YHC3	324801	326282
chrX	gene	323386	324720	+	YJL060W	BNA3	323260	324810
chrX	gene	320016	322157	+	YJL061W	NUP82	319897	322275
chrX	gene	317284	319776	+	YJL062W	LAS21	317067	319860
chrX	gene	316723	316980	+	YJL062W-A	COA3	316567	317179
chrX	gene	315175	315570	+	YJL064W		315040	315705
chrX	gene	314084	314434	+	YJL067W		313949	314569
chrX	gene	306132	307856	+	YJL071W	ARG2	305984	307863
chrX	gene	303181	305118	+	YJL073W	JEM1	302996	305821
chrX	gene	295245	298814	+	YJL076W	NET1	295200	299022
chrX	gene	294799	294885	+	YJL077W-A		294664	295020
chrX	gene	294047	294145	+	YJL077W-B		293912	294346
chrX	gene	281185	283380	+	YJL082W	IML2	280803	283600
chrX	gene	278841	280655	+	YJL083W	TAX4	278703	280802
chrX	gene	272827	274698	+	YJL085W	EXO70	272669	275068
chrX	gene	268799	269815	+	YJL088W	ARG3	268772	269912
chrX	gene	265926	268415	+	YJL089W	SIP4	265791	268673
chrX	gene	257423	260947	+	YJL092W	SRS2	257133	261039
chrX	gene	247255	251691	+	YJL095W	BCK1	246933	251765
chrX	gene	246490	246975	+	YJL096W	MRPL49	246173	247042
chrX	gene	245591	246244	+	YJL097W	PHS1	245453	246300
chrX	gene	242082	245258	+	YJL098W	SAP185	242055	245327
chrX	gene	239414	241654	+	YJL099W	CHS6	239220	242001
chrX	gene	237263	239086	+	YJL100W	LSB6	236589	239221
chrX	gene	231301	233760	+	YJL102W	MEF2	231186	233804
chrX	gene	227327	227776	+	YJL104W	PAM16	227209	227945
chrX	gene	225055	226737	+	YJL105W	SET4	224920	226872
chrX	gene	221390	223327	+	YJL106W	IME2	221291	223542
chrX	gene	207877	209529	+	YJL111W	CCT7	207711	209659
chrX	gene	205305	207449	+	YJL112W	MDV1	204845	207590
chrX	gene	196287	197126	+	YJL115W	ASF1	195947	197209
chrX	gene	192531	193466	+	YJL117W	PHO86	192392	193518
chrX	gene	191639	192298	+	YJL118W		191019	192467
chrX	gene	191022	191345	+	YJL120W		191019	191480
chrX	gene	189716	190243	+	YJL122W	ALB1	189619	190400
chrX	gene	184501	185424	+	YJL126W	NIT2	184356	185455
chrX	gene	180194	180310	+	YJL127W-A		180059	180768
chrX	gene	161914	164166	+	YJL132W		161796	164328
chrX	gene	160619	161563	+	YJL133W	MRS3	160446	161695
chrX	gene	158188	159417	+	YJL134W	LCB3	157859	159492
chrX	gene	157877	158194	+	YJL135W		157859	158329
chrX	gene	156169	156252	+	YJL136W-A		156034	156340
chrX	gene	150961	151626	+	YJL140W	RPB4	150560	151678
chrX	gene	147101	147577	+	YJL143W	TIM17	146867	147891
chrX	gene	146359	146673	+	YJL144W		146228	146907
chrX	gene	145160	146044	+	YJL145W	SFH5	144997	146110
chrX	gene	143292	144701	+	YJL146W	IDS2	143038	144854
chrX	gene	140437	141138	+	YJL148W	RPA34	140222	141261
chrX	gene	137379	139370	+	YJL149W	DAS1	137272	139680
chrX	gene	137123	137425	+	YJL150W		136988	137560
chrX	gene	136174	136533	+	YJL152W		136039	137045
chrX	gene	126604	126825	+	YJL156W-A		126469	126960
chrX	gene	120449	121690	+	YJL159W	HSP150	120282	121994
chrX	gene	117245	117787	+	YJL161W	FMP33	116586	117955
chrX	gene	106434	106718	+	YJL166W	QCR8	106316	106888
chrX	gene	105014	106072	+	YJL167W	ERG20	104817	106199
chrX	gene	102099	102467	+	YJL169W		102007	102602
chrX	gene	97737	99467	+	YJL172W	CPS1	97706	99825
chrX	gene	95092	95922	+	YJL174W	KRE9	94903	96093
chrX	gene	94049	94561	+	YJL175W		93914	94642
chrX	gene	90786	91657	+	YJL177W	RPL17B	90683	91862
chrX	gene	88787	89116	+	YJL179W	PFD1	88723	89251
chrX	gene	85660	87495	+	YJL181W		85514	87593
chrX	gene	84068	85336	+	YJL183W	MNN11	83323	85448
chrX	gene	83448	83819	+	YJL184W	GON7	83323	83894
chrX	gene	80155	81915	+	YJL186W	MNN5	80136	82010
chrX	gene	75933	76474	+	YJL189W	RPL39	75842	76612
chrX	gene	73787	74611	+	YJL191W	RPS14B	73688	74787
chrX	gene	71366	72574	+	YJL193W		71264	72703
chrX	gene	69338	70879	+	YJL194W	CDC6	69309	71014
chrX	gene	63805	67569	+	YJL197W	UBP12	63750	67749
chrX	gene	60844	63489	+	YJL198W	PHO90	60681	63602
chrX	gene	54379	56178	+	YJL201W	ECM25	54244	56240
chrX	gene	53341	54183	+	YJL203W	PRP21	53301	54295
chrX	gene	38005	39969	+	YJL209W	CBP1	37914	40064
chrX	gene	36919	37734	+	YJL210W	PEX2	36875	37835
chrX	gene	32163	33158	+	YJL213W		31441	33518
chrX	gene	26887	28596	+	YJL214W	HXT8	26752	28907
chrX	gene	23133	23729	+	YJL217W	REE1	23005	23881
chrX	gene	21973	22563	+	YJL218W		21919	22733
chrX	gene	19497	21200	+	YJL219W	HXT9	19362	21335
chrX	gene	18243	18695	+	YJL220W		18108	18830
chrX	gene	11475	16124	+	YJL222W	VTH2	11340	16259
chrX	gene	9452	9679	+	YJL222W-A		9317	9814
chrX	gene	9346	9483	+	YJL222W-B		9211	9618
chrX	gene	829	1311	+	YJL225W-A		694	1446
chrX	gene	436802	438610	+	YJR001W	AVT1	436485	438696
chrX	gene	438865	440646	+	YJR002W	MPP10	438713	441007
chrX	gene	445923	448025	+	YJR005W	APL1	445773	448316
chrX	gene	449202	450665	+	YJR006W	POL31	449119	450723
chrX	gene	451020	451934	+	YJR007W	SUI2	450599	452103
chrX	gene	452430	453446	+	YJR008W	MHO1	451959	453528
chrX	gene	456239	457774	+	YJR010W	MET3	455961	457925
chrX	gene	460382	461593	+	YJR013W	GPI14	460247	461700
chrX	gene	461829	462425	+	YJR014W	TMA22	461701	462526
chrX	gene	462721	464253	+	YJR015W		462401	464386
chrX	gene	466786	467148	+	YJR018W		466199	467185
chrX	gene	468001	468333	+	YJR020W		467866	468468
chrX	gene	469784	470113	+	YJR022W	LSM8	469647	470232
chrX	gene	491081	492262	+	YJR032W	CPR7	490973	492370
chrX	gene	496683	497009	+	YJR034W	PET191	496517	497149
chrX	gene	497355	500612	+	YJR035W	RAD26	497315	500747
chrX	gene	503102	503485	+	YJR037W		502967	503620
chrX	gene	503936	507301	+	YJR039W		503801	507565
chrX	gene	507746	510085	+	YJR040W	GEF1	507639	510145
chrX	gene	514055	516289	+	YJR042W	NUP85	513941	516371
chrX	gene	522048	523862	+	YJR046W	TAH11	521895	523924
chrX	gene	526335	526664	+	YJR048W	CYC1	525862	527556
chrX	gene	528697	529404	+	YJR050W	ISY1	528685	529663
chrX	gene	529861	531366	+	YJR051W	OSM1	529684	531511
chrX	gene	532062	533759	+	YJR052W	RAD7	531913	533812
chrX	gene	534027	535751	+	YJR053W	BFA1	533930	535886
chrX	gene	536056	537549	+	YJR054W	KCH1	535873	537690
chrX	gene	538772	539266	+	YJR055W	HIT1	538649	539335
chrX	gene	544062	544712	+	YJR057W	CDC8	543962	545348
chrX	gene	545787	548243	+	YJR059W	PTK2	545627	548498
chrX	gene	548759	549814	+	YJR060W	CBF1	548569	550404
chrX	gene	550511	553318	+	YJR061W		550289	553453
chrX	gene	555195	555572	+	YJR063W	RPA12	554893	555709
chrX	gene	555914	557602	+	YJR064W	CCT5	555779	557658
chrX	gene	559416	566828	+	YJR066W	TOR1	559321	567388
chrX	gene	567643	568704	+	YJR068W	RFC2	567524	569343
chrX	gene	570405	570773	+	YJR071W		569744	570903
chrX	gene	573095	573751	+	YJR074W	MOG1	572884	573846
chrX	gene	573981	575171	+	YJR075W	HOC1	573933	575370
chrX	gene	580205	581239	+	YJR079W		580070	581374
chrX	gene	583733	585004	+	YJR084W		583615	585047
chrX	gene	586068	586400	+	YJR086W	STE18	585805	586445
chrX	gene	586400	586750	+	YJR087W		586285	587324
chrX	gene	587718	590582	+	YJR089W	BIR1	587325	590644
chrX	gene	598735	603078	+	YJR092W	BUD4	598625	603190
chrX	gene	608305	608858	+	YJR094W-A	RPL43B	608126	609087
chrX	gene	609773	610741	+	YJR095W	SFC1	609638	611023
chrX	gene	611195	612043	+	YJR096W		611024	612124
chrX	gene	612413	612931	+	YJR097W	JJJ3	612363	613094
chrX	gene	615576	616286	+	YJR099W	YUH1	615343	616442
chrX	gene	618234	619034	+	YJR101W	RSM26	617981	619179
chrX	gene	620754	622490	+	YJR103W	URA8	620641	622547
chrX	gene	623581	624603	+	YJR105W	ADO1	623482	624728
chrX	gene	624838	627015	+	YJR106W	ECM27	624751	627257
chrX	gene	627340	628326	+	YJR107W		627141	628686
chrX	gene	628712	629083	+	YJR108W	ABM1	628577	629462
chrX	gene	633615	635681	+	YJR110W	YMR1	633403	635816
chrX	gene	637030	637635	+	YJR112W	NNF1	636912	637673
chrX	gene	637790	638168	+	YJR112W-A		637563	638278
chrX	gene	638659	639051	+	YJR114W		638163	639613
chrX	gene	639942	640451	+	YJR115W		639938	640802
chrX	gene	640825	641664	+	YJR116W	TDA4	640581	641900
chrX	gene	642007	643368	+	YJR117W	STE24	641901	643469
chrX	gene	647607	649142	+	YJR121W	ATP2	647472	649538
chrX	gene	649776	651269	+	YJR122W	IBA57	649628	651330
chrX	gene	651901	652578	+	YJR123W	RPS5	651770	652707
chrX	gene	662921	663280	+	YJR128W		662914	663415
chrX	gene	667644	669293	+	YJR131W	MNS1	667365	669349
chrX	gene	669522	672668	+	YJR132W	NMD5	669345	672884
chrX	gene	672991	673620	+	YJR133W	XPT1	672885	673727
chrX	gene	676971	677234	+	YJR135W-A	TIM8	676852	677334
chrX	gene	684567	689321	+	YJR138W	IML1	684426	689640
chrX	gene	690961	691110	+	YJR140W-A		690546	691245
chrX	gene	695906	696949	+	YJR141W		695814	697060
chrX	gene	697141	698169	+	YJR142W		696994	698279
chrX	gene	700882	701691	+	YJR144W	MGM101	700757	701760
chrX	gene	703885	704238	+	YJR146W		703396	704373
chrX	gene	704196	705272	+	YJR147W	HMS2	704061	705620
chrX	gene	705744	706874	+	YJR148W	BAT2	705556	706925
chrX	gene	707160	708374	+	YJR149W		707025	708687
chrX	gene	717580	717630	+	YJR151W-A		717445	717765
chrX	gene	719666	721297	+	YJR152W	DAL5	719473	721440
chrX	gene	722815	723900	+	YJR153W	PGU1	722680	724035
chrX	gene	725784	726824	+	YJR154W		725649	726959
chrX	gene	727405	728271	+	YJR155W	AAD10	727037	728361
chrX	gene	730515	730877	+	YJR157W		730380	731012
chrX	gene	732440	734143	+	YJR158W	HXT16	732305	734278
chrX	gene	736044	737117	+	YJR159W	SOR1	735909	737252
chrXI	gene	437778	438544	+	YKL002W	DID4	437596	438622
chrXI	gene	435580	436785	+	YKL004W	AUR1	435223	436926
chrXI	gene	431906	432720	+	YKL006W	RPL14A	431746	432945
chrXI	gene	429302	430108	+	YKL007W	CAP1	429055	430248
chrXI	gene	426242	426952	+	YKL009W	MRT4	426175	427214
chrXI	gene	418310	420061	+	YKL012W	PRP40	418217	420157
chrXI	gene	408544	411483	+	YKL015W	PUT3	408444	411599
chrXI	gene	404102	405091	+	YKL018W	SWD2	404053	405214
chrXI	gene	402568	403518	+	YKL019W	RAM2	402369	403956
chrXI	gene	393721	394554	+	YKL023W		393356	394655
chrXI	gene	387562	388905	+	YKL027W	TCD2	387431	389230
chrXI	gene	385758	387206	+	YKL028W	TFA1	385711	387512
chrXI	gene	382498	383103	+	YKL030W		382362	383125
chrXI	gene	382072	382485	+	YKL031W		381960	382570
chrXI	gene	375456	378572	+	YKL033W	TTI1	375427	378988
chrXI	gene	374505	375215	+	YKL033W-A		374398	375322
chrXI	gene	371829	374105	+	YKL034W	TUL1	371702	374219
chrXI	gene	369891	371390	+	YKL035W	UGP1	369800	371608
chrXI	gene	369365	369721	+	YKL037W	AIM26	369230	369799
chrXI	gene	365605	369117	+	YKL038W	RGT1	365320	369799
chrXI	gene	362622	364193	+	YKL039W	PTM1	362459	364447
chrXI	gene	360143	360817	+	YKL041W	VPS24	359979	360898
chrXI	gene	358475	359566	+	YKL042W	SPC42	358323	359839
chrXI	gene	356748	357848	+	YKL043W	PHD1	356299	358252
chrXI	gene	356322	356642	+	YKL044W		356299	357153
chrXI	gene	353493	355079	+	YKL045W	PRI2	353431	355471
chrXI	gene	349463	351013	+	YKL047W	ANR2	349407	351154
chrXI	gene	341312	342373	+	YKL051W	SFK1	341130	342745
chrXI	gene	339572	339946	+	YKL053W		339502	340081
chrXI	gene	330166	330534	+	YKL058W	TOA2	330128	330891
chrXI	gene	325771	326112	+	YKL061W	BLI1	325698	326379
chrXI	gene	323228	325120	+	YKL062W	MSN4	323091	325679
chrXI	gene	317764	320673	+	YKL064W	MNR2	317089	320830
chrXI	gene	315954	316175	+	YKL065W-A		315809	316348
chrXI	gene	315281	315724	+	YKL066W		314929	315830
chrXI	gene	314812	315273	+	YKL067W	YNK1	314529	315468
chrXI	gene	310199	313078	+	YKL068W	NUP100	310078	313194
chrXI	gene	309206	309442	+	YKL068W-A		308970	309777
chrXI	gene	307285	307827	+	YKL069W		307255	308112
chrXI	gene	306211	306720	+	YKL070W		306044	307153
chrXI	gene	305114	305884	+	YKL071W		304979	306019
chrXI	gene	299582	301882	+	YKL072W	STB6	299368	302663
chrXI	gene	296430	299075	+	YKL073W	LHS1	296338	299174
chrXI	gene	291453	292631	+	YKL077W		291341	292889
chrXI	gene	288845	291052	+	YKL078W	DHR2	288826	291147
chrXI	gene	286603	288573	+	YKL079W	SMY1	286245	288649
chrXI	gene	285030	286208	+	YKL080W	VMA5	284845	286244
chrXI	gene	282891	284455	+	YKL081W	TEF4	282782	284711
chrXI	gene	280921	281535	+	YKL083W		280483	281670
chrXI	gene	280509	280859	+	YKL084W	HOT13	280483	281042
chrXI	gene	279123	280127	+	YKL085W	MDH1	279003	280517
chrXI	gene	278281	278664	+	YKL086W	SRX1	278143	279002
chrXI	gene	275283	276998	+	YKL088W	CAB3	275246	277205
chrXI	gene	273394	275043	+	YKL089W	MIF2	272906	275188
chrXI	gene	271878	273209	+	YKL090W	CUE2	271743	273379
chrXI	gene	264789	265808	+	YKL093W	MBR1	264307	265943
chrXI	gene	263349	264290	+	YKL094W	YJU3	263325	264381
chrXI	gene	262277	263113	+	YKL095W	YJU2	262107	263326
chrXI	gene	261132	261851	+	YKL096W	CWP1	261083	261960
chrXI	gene	259253	259531	+	YKL096W-A	CWP2	259023	259703
chrXI	gene	256770	257843	+	YKL098W	MTC2	256735	257998
chrXI	gene	254159	254248	+	YKL100W-A		253526	254369
chrXI	gene	248920	253476	+	YKL101W	HSL1	248526	253533
chrXI	gene	237536	238891	+	YKL106W	AAT1	237196	239095
chrXI	gene	236141	237070	+	YKL107W		236006	237205
chrXI	gene	234426	235787	+	YKL108W	SLD2	234223	235917
chrXI	gene	232227	233891	+	YKL109W	HAP4	231976	234244
chrXI	gene	226570	228765	+	YKL112W	ABF1	226379	230039
chrXI	gene	220324	220974	+	YKL117W	SBA1	220247	221126
chrXI	gene	219126	219437	+	YKL118W		218503	219572
chrXI	gene	217344	218318	+	YKL120W	OAC1	217223	218514
chrXI	gene	214142	216700	+	YKL121W	DGR2	213651	216914
chrXI	gene	212043	212423	+	YKL123W		211908	212490
chrXI	gene	210593	212332	+	YKL124W	SSH4	210387	212466
chrXI	gene	208247	210130	+	YKL125W	RRN3	207930	210282
chrXI	gene	205707	207749	+	YKL126W	YPK1	205507	207838
chrXI	gene	203541	205253	+	YKL127W	PGM1	203382	205397
chrXI	gene	194478	194999	+	YKL131W		194343	195047
chrXI	gene	186416	186814	+	YKL136W		186281	186949
chrXI	gene	185957	186292	+	YKL137W	CMC1	185904	186582
chrXI	gene	182958	184544	+	YKL139W	CTK1	182503	184596
chrXI	gene	180779	182425	+	YKL140W	TGL1	180483	182507
chrXI	gene	179667	180263	+	YKL141W	SDH3	179627	180382
chrXI	gene	178515	179174	+	YKL142W	MRP8	178387	179490
chrXI	gene	176781	178172	+	YKL143W	LTV1	176726	178260
chrXI	gene	174213	175616	+	YKL145W	RPT1	174116	175768
chrXI	gene	174958	175050	+	YKL145W-A		174823	175715
chrXI	gene	171783	173861	+	YKL146W	AVT3	171625	173944
chrXI	gene	166400	167452	+	YKL150W	MCR1	165941	167561
chrXI	gene	163600	164109	+	YKL153W		163510	164438
chrXI	gene	161601	162335	+	YKL154W	SRP102	161510	162390
chrXI	gene	158613	159212	+	YKL156W	RPS27A	158566	159421
chrXI	gene	154991	158232	+	YKL157W	APE2	154917	158452
chrXI	gene	153269	153706	+	YKL160W	ELF1	153214	153776
chrXI	gene	144401	145378	+	YKL163W	PIR3	144150	145749
chrXI	gene	130634	131050	+	YKL170W	MRPL38	130534	131188
chrXI	gene	127475	130261	+	YKL171W	NNK1	127354	130506
chrXI	gene	125759	127042	+	YKL172W	EBP2	125602	127258
chrXI	gene	122517	125543	+	YKL173W	SNU114	122095	125630
chrXI	gene	118793	120304	+	YKL175W	ZRT3	118676	120382
chrXI	gene	114356	114694	+	YKL177W		114221	114829
chrXI	gene	109269	110129	+	YKL180W	RPL17A	109219	110318
chrXI	gene	107316	108599	+	YKL181W	PRS1	107105	108729
chrXI	gene	100671	106826	+	YKL182W	FAS1	100350	106957
chrXI	gene	98721	99641	+	YKL183W	LOT5	98350	99999
chrXI	gene	96757	98157	+	YKL184W	SPE1	96546	98349
chrXI	gene	94499	96265	+	YKL185W	ASH1	94069	96382
chrXI	gene	84704	85903	+	YKL189W	HYM1	84413	86039
chrXI	gene	82947	83550	+	YKL190W	CNB1	82906	83892
chrXI	gene	81035	82639	+	YKL191W	DPH2	80989	82722
chrXI	gene	75821	77032	+	YKL195W	MIA40	75779	77162
chrXI	gene	63821	64402	+	YKL202W		63620	64537
chrXI	gene	53704	55602	+	YKL204W	EAP1	53678	55750
chrXI	gene	50051	53353	+	YKL205W	LOS1	50019	53558
chrXI	gene	48194	48955	+	YKL207W	EMC3	48170	49009
chrXI	gene	47157	47972	+	YKL208W	CBT1	47070	48169
chrXI	gene	39163	42237	+	YKL210W	UBA1	39058	42334
chrXI	gene	34543	36414	+	YKL212W	SAC1	34180	36684
chrXI	gene	25215	26159	+	YKL216W	URA1	25056	26415
chrXI	gene	22234	24084	+	YKL217W	JEN1	22181	24561
chrXI	gene	6107	7528	+	YKL221W	MCH2	5972	7783
chrXI	gene	2389	2721	+	YKL223W		2254	2856
chrXI	gene	451	798	+	YKL225W		316	933
chrXI	gene	443232	444938	+	YKR002W	PAP1	442988	445002
chrXI	gene	445381	446727	+	YKR003W	OSH6	445271	446770
chrXI	gene	451434	451988	+	YKR007W	MEH1	451410	452070
chrXI	gene	452201	454078	+	YKR008W	RSC4	452162	454621
chrXI	gene	463959	464948	+	YKR013W	PRY2	463722	465201
chrXI	gene	469717	471339	+	YKR016W	MIC60	469665	471567
chrXI	gene	478338	478832	+	YKR020W	VPS51	478272	479037
chrXI	gene	479234	481981	+	YKR021W	ALY1	479160	482142
chrXI	gene	483419	485011	+	YKR023W		483355	485129
chrXI	gene	487770	488618	+	YKR025W	RPC37	487722	488726
chrXI	gene	491364	493661	+	YKR027W	BCH2	491130	493742
chrXI	gene	494257	497358	+	YKR028W	SAP190	493844	497567
chrXI	gene	500282	501103	+	YKR030W	GMH1	500068	501216
chrXI	gene	506517	506831	+	YKR032W		506382	506966
chrXI	gene	506898	507707	+	YKR034W	DAL80	506763	507842
chrXI	gene	507939	508553	+	YKR035W-A	DID2	507877	508676
chrXI	gene	515063	516871	+	YKR039W	GAP1	514722	517103
chrXI	gene	518198	518950	+	YKR041W		518052	519311
chrXI	gene	519527	520624	+	YKR042W	UTH1	519312	520858
chrXI	gene	522015	523346	+	YKR044W	UIP5	521894	524113
chrXI	gene	525257	525562	+	YKR047W		525122	525697
chrXI	gene	527815	530484	+	YKR050W	TRK2	527701	530652
chrXI	gene	530946	532202	+	YKR051W		530829	532534
chrXI	gene	548216	549091	+	YKR055W	RHO4	548179	549384
chrXI	gene	549448	551367	+	YKR056W	TRM2	549203	551430
chrXI	gene	551657	552242	+	YKR057W	RPS21A	551588	552458
chrXI	gene	552770	554620	+	YKR058W	GLG1	552610	554730
chrXI	gene	554987	556174	+	YKR059W	TIF1	554834	556522
chrXI	gene	556518	557342	+	YKR060W	UTP30	556491	557520
chrXI	gene	557677	558954	+	YKR061W	KTR2	557615	559346
chrXI	gene	559666	560652	+	YKR062W	TFA2	559509	560828
chrXI	gene	562547	565138	+	YKR064W	OAF3	562494	565698
chrXI	gene	567918	570149	+	YKR067W	GPT2	567797	570306
chrXI	gene	571612	573393	+	YKR069W	MET1	571438	573577
chrXI	gene	573574	574632	+	YKR070W		573513	575237
chrXI	gene	579209	579676	+	YKR074W	AIM29	579163	579802
chrXI	gene	580212	580481	+	YKR075W-A		580163	580893
chrXI	gene	582283	583395	+	YKR076W	ECM4	582175	583435
chrXI	gene	583653	584744	+	YKR077W	MSA2	583395	584847
chrXI	gene	584952	586709	+	YKR078W		584929	587188
chrXI	gene	590395	591357	+	YKR080W	MTD1	590236	591508
chrXI	gene	592825	596298	+	YKR082W	NUP133	592776	596882
chrXI	gene	599857	603072	+	YKR086W	PRP16	599838	603137
chrXI	gene	608946	611066	+	YKR090W	PXL1	608793	611257
chrXI	gene	611525	612265	+	YKR091W	SRL3	611133	612492
chrXI	gene	615730	617535	+	YKR093W	PTR2	615511	617737
chrXI	gene	619805	625432	+	YKR095W	MLP1	619640	625605
chrXI	gene	625864	626205	+	YKR095W-A	PCC1	625813	626328
chrXI	gene	626793	630380	+	YKR096W	ESL2	626570	630499
chrXI	gene	631152	632801	+	YKR097W	PCK1	630689	632969
chrXI	gene	635851	638286	+	YKR099W	BAS1	635637	638776
chrXI	gene	640540	642504	+	YKR101W	SIR1	640405	642687
chrXI	gene	653080	656736	+	YKR103W	NFT1	652945	656871
chrXI	gene	656836	657756	+	YKR104W		656701	657891
chrXI	gene	661442	663289	+	YKR106W	GEX2	661307	663424
chrXII	gene	147890	150163	+	YLL001W	DNM1	147831	150347
chrXII	gene	146291	147601	+	YLL002W	RTT109	146231	147665
chrXII	gene	143201	146041	+	YLL003W	SFI1	143157	146137
chrXII	gene	141073	142923	+	YLL004W	ORC3	140972	143017
chrXII	gene	136586	137866	+	YLL006W	MMM1	136547	137902
chrXII	gene	136345	136521	+	YLL006W-A		136210	136656
chrXII	gene	131729	133987	+	YLL008W	DRS1	131686	134097
chrXII	gene	127523	128992	+	YLL011W	SOF1	127327	129238
chrXII	gene	125534	127255	+	YLL012W	YEH1	125406	127320
chrXII	gene	121322	121648	+	YLL014W	EMC6	121302	121816
chrXII	gene	116432	121111	+	YLL015W	BPT1	116296	121160
chrXII	gene	106908	107000	+	YLL019W-A		106773	107135
chrXII	gene	100947	105347	+	YLL021W	SPA2	100809	105460
chrXII	gene	94747	95121	+	YLL025W	PAU17	94695	95516
chrXII	gene	88623	91349	+	YLL026W	HSP104	88564	91515
chrXII	gene	87403	88155	+	YLL027W	ISA1	87104	88270
chrXII	gene	84804	86564	+	YLL028W	TPO1	84605	86983
chrXII	gene	81461	83710	+	YLL029W	FRA1	81333	83856
chrXII	gene	68580	70478	+	YLL035W	GRC3	68417	70605
chrXII	gene	66562	66942	+	YLL037W		66427	67077
chrXII	gene	49938	51947	+	YLL043W	FPS1	49853	51992
chrXII	gene	48216	48662	+	YLL044W		47743	48797
chrXII	gene	46672	47055	+	YLL047W		46523	47742
chrXII	gene	40666	41205	+	YLL049W	LDB18	40636	41292
chrXII	gene	30109	31704	+	YLL055W	YCT1	29875	31756
chrXII	gene	23569	25296	+	YLL058W		23427	25442
chrXII	gene	17956	19707	+	YLL061W	MMP1	17944	19757
chrXII	gene	11726	12076	+	YLL065W		11591	12211
chrXII	gene	6486	6968	+	YLL066W-A		6351	7103
chrXII	gene	5605	5775	+	YLL066W-B		5470	5910
chrXII	gene	843	1325	+	YLL067W-A		708	1460
chrXII	gene	160049	161434	+	YLR005W	SSL1	159827	161674
chrXII	gene	164392	165402	+	YLR007W	NSE1	164371	165467
chrXII	gene	166537	167136	+	YLR009W	RLP24	166358	167269
chrXII	gene	169103	169678	+	YLR011W	LOT6	168972	169911
chrXII	gene	171339	171764	+	YLR013W	GAT3	171204	171899
chrXII	gene	175227	176744	+	YLR015W	BRE2	175172	176760
chrXII	gene	177608	178621	+	YLR017W	MEU1	177572	178701
chrXII	gene	180288	181481	+	YLR019W	PSR2	179765	181584
chrXII	gene	183623	184162	+	YLR021W	IRC25	183582	184944
chrXII	gene	194452	195174	+	YLR025W	SNF7	194371	195293
chrXII	gene	203290	204081	+	YLR030W		203215	204805
chrXII	gene	204225	204785	+	YLR031W		204045	204805
chrXII	gene	204991	208500	+	YLR032W	RAD5	204953	208557
chrXII	gene	208761	210269	+	YLR033W	RSC58	208699	210464
chrXII	gene	229377	229697	+	YLR041W		228625	229832
chrXII	gene	242232	243349	+	YLR048W	RPS0B	242032	243570
