chromosome	type	start	end	strand	id	name
chrVII	gene	379760	381271	-	YGL065C	ALG2
chrVII	gene	381523	383208	-	YGL064C	MRH4
chrVII	gene	383654	384766	+	YGL063W	PUS2
chrVII	gene	384502	384651	-	YGL063C-A	
chrVII	gene	385196	388732	+	YGL062W	PYC1
chrVII	gene	388968	389711	-	YGL061C	DUO1
chrVII	gene	390065	391990	+	YGL060W	YBP2
chrVII	gene	392223	393698	+	YGL059W	PKP2
chrVII	gene	393986	394504	+	YGL058W	RAD6
chrVII	gene	394966	395829	-	YGL057C	GEP7
chrVII	gene	396035	397618	-	YGL056C	SDS23
chrVII	gene	398628	400160	+	YGL055W	OLE1
chrVII	gene	400871	401287	-	YGL054C	ERV14
chrVII	gene	402589	403302	+	YGL053W	PRM8
chrVII	gene	403437	403742	+	YGL052W	
chrVII	gene	403687	404391	+	YGL051W	MST27
chrVII	gene	405776	406597	+	YGL050W	TYW3
chrVII	gene	406860	409604	-	YGL049C	TIF4632
chrVII	gene	410069	411286	-	YGL048C	RPT6
chrVII	gene	411552	412160	+	YGL047W	ALG13
chrVII	gene	414102	415730	+	YGL045W	RIM8
chrVII	gene	416146	417036	-	YGL044C	RNA15
chrVII	gene	417483	418412	+	YGL043W	DST1
chrVII	gene	418288	418593	-	YGL042C	
chrVII	gene	418704	418886	-	YGL041C-B	
chrVII	gene	418825	419289	+	YGL041W-A	
chrVII	gene	419022	419225	-	YGL041C	
chrVII	gene	419527	420555	-	YGL040C	HEM2
chrVII	gene	423961	425007	+	YGL039W	
chrVII	gene	425362	426804	-	YGL038C	OCH1
chrVII	gene	427297	427947	-	YGL037C	PNC1
chrVII	gene	428601	431330	+	YGL036W	
chrVII	gene	431548	433062	-	YGL035C	MIG1
chrVII	gene	433214	433579	-	YGL034C	
chrVII	gene	435625	436401	+	YGL033W	HOP2
chrVII	gene	436570	436833	-	YGL032C	AGA2
chrVII	gene	437467	438397	-	YGL031C	RPL24A
chrVII	gene	439091	439638	+	YGL030W	RPL30
chrVII	gene	440063	440425	+	YGL029W	CGR1
chrVII	gene	441281	442909	-	YGL028C	SCW11
chrVII	gene	443642	446143	-	YGL027C	CWH41
chrVII	gene	446412	448535	-	YGL026C	TRP5
chrVII	gene	448764	449957	-	YGL025C	PGD1
chrVII	gene	449788	450123	+	YGL024W	
chrVII	gene	450197	452104	-	YGL023C	PIB2
chrVII	gene	452404	454560	+	YGL022W	STT3
chrVII	gene	454785	457067	+	YGL021W	ALK1
chrVII	gene	457163	457870	-	YGL020C	GET1
chrVII	gene	458156	458992	+	YGL019W	CKB1
chrVII	gene	459110	459664	-	YGL018C	JAC1
chrVII	gene	459854	461365	+	YGL017W	ATE1
chrVII	gene	461666	464911	+	YGL016W	KAP122
chrVII	gene	465043	465435	-	YGL015C	
chrVII	gene	466141	468807	+	YGL014W	PUF4
chrVII	gene	466237	466398	-	YGL014C-A	
chrVII	gene	469092	472298	-	YGL013C	PDR1
chrVII	gene	472855	474276	+	YGL012W	ERG4
chrVII	gene	474489	475247	-	YGL011C	SCL1
chrVII	gene	475545	476069	+	YGL010W	MPO1
chrVII	gene	476313	478652	-	YGL009C	LEU1
chrVII	gene	479910	482666	-	YGL008C	PMA1
chrVII	gene	482941	483027	-	YGL007C-A	
chrVII	gene	483260	483637	+	YGL007W	BRP1
chrVII	gene	485423	485533	+	YGL006W-A	
chrVII	gene	485921	489442	+	YGL006W	PMC1
chrVII	gene	489708	490547	-	YGL005C	COG7
chrVII	gene	490703	491956	-	YGL004C	RPN14
chrVII	gene	492474	494174	-	YGL003C	CDH1
chrVII	gene	494517	495167	+	YGL002W	ERP6
chrVII	gene	495453	496502	-	YGL001C	ERG26
chrVII	gene	497133	498034	-	YGR001C	EFM5
chrVII	gene	498476	499906	-	YGR002C	SWC4
chrVII	gene	500132	502366	+	YGR003W	CUL3
chrVII	gene	502938	504326	+	YGR004W	PEX31
chrVII	gene	504657	505859	-	YGR005C	TFG2
chrVII	gene	506070	506825	+	YGR006W	PRP18
chrVII	gene	506969	507940	+	YGR007W	ECT1
chrVII	gene	508110	508364	-	YGR008C	STF2
chrVII	gene	509047	511002	-	YGR009C	SEC9
chrVII	gene	511545	512732	+	YGR010W	NMA2
chrVII	gene	512497	512823	+	YGR011W	
chrVII	gene	513159	514340	+	YGR012W	
chrVII	gene	514554	516416	+	YGR013W	SNU71
chrVII	gene	516943	520863	+	YGR014W	MSB2
chrVII	gene	521090	522076	-	YGR015C	
chrVII	gene	522261	522833	+	YGR016W	
chrVII	gene	523787	524680	+	YGR017W	
chrVII	gene	524365	524694	-	YGR018C	
chrVII	gene	525229	526644	+	YGR019W	UGA1
chrVII	gene	526973	527329	-	YGR020C	VMA7
chrVII	gene	527632	528504	+	YGR021W	
chrVII	gene	529257	529586	-	YGR022C	
chrVII	gene	529264	530919	+	YGR023W	MTL1
chrVII	gene	531883	532596	-	YGR024C	THG1
chrVII	gene	532639	532941	+	YGR025W	
chrVII	gene	532985	533821	+	YGR026W	
chrVII	gene	534132	534785	-	YGR027C	RPS25A
chrVII	gene	542203	543291	+	YGR028W	MSP1
chrVII	gene	543553	544205	+	YGR029W	ERV1
chrVII	gene	545681	546157	-	YGR030C	POP6
chrVII	gene	546441	547469	+	YGR031W	IMO32
chrVII	gene	546809	547300	-	YGR031C-A	NAG1
chrVII	gene	548264	553951	+	YGR032W	GSC2
chrVII	gene	554248	554967	-	YGR033C	TIM21
chrVII	gene	555812	556672	+	YGR034W	RPL26B
chrVII	gene	557072	557422	-	YGR035C	
chrVII	gene	557565	557786	+	YGR035W-A	
chrVII	gene	558149	558868	-	YGR036C	CAX4
chrVII	gene	559731	559994	-	YGR037C	ACB1
chrVII	gene	560682	561350	+	YGR038W	ORM1
chrVII	gene	574888	575199	+	YGR039W	
chrVII	gene	575398	576504	+	YGR040W	KSS1
chrVII	gene	577487	579130	+	YGR041W	BUD9
chrVII	gene	579476	580291	+	YGR042W	
chrVII	gene	580435	581436	-	YGR043C	NQM1
chrVII	gene	582990	583892	-	YGR044C	RME1
chrVII	gene	583934	584296	-	YGR045C	
chrVII	gene	584895	586052	+	YGR046W	TAM41
chrVII	gene	586392	589469	-	YGR047C	TFC4
chrVII	gene	589826	590911	+	YGR048W	UFD1
chrVII	gene	591314	591877	+	YGR049W	SCM4
chrVII	gene	592086	592442	-	YGR050C	
chrVII	gene	592906	593229	-	YGR051C	
chrVII	gene	593596	594705	+	YGR052W	FMP48
chrVII	gene	594986	595837	-	YGR053C	
chrVII	gene	596693	598621	+	YGR054W	
chrVII	gene	599417	601141	+	YGR055W	MUP1
chrVII	gene	601661	604447	+	YGR056W	RSC1
chrVII	gene	604773	605501	-	YGR057C	LST7
chrVII	gene	606136	607143	+	YGR058W	PEF1
chrVII	gene	607563	609101	+	YGR059W	SPR3
chrVII	gene	610564	611493	+	YGR060W	ERG25
chrVII	gene	611889	615965	-	YGR061C	ADE6
chrVII	gene	616328	617278	-	YGR062C	COX18
chrVII	gene	617516	617824	-	YGR063C	SPT4
chrVII	gene	617621	617989	+	YGR064W	
chrVII	gene	618077	619858	-	YGR065C	VHT1
chrVII	gene	620921	621799	-	YGR066C	
chrVII	gene	622372	624786	-	YGR067C	
chrVII	gene	625324	627084	-	YGR068C	ART5
chrVII	gene	626294	626389	+	YGR068W-A	
chrVII	gene	627083	627418	+	YGR069W	
chrVII	gene	627806	631273	+	YGR070W	ROM1
chrVII	gene	631481	634063	-	YGR071C	ENV11
chrVII	gene	634304	635467	+	YGR072W	UPF3
chrVII	gene	635615	635986	-	YGR073C	
chrVII	gene	635712	636152	+	YGR074W	SMD1
chrVII	gene	636147	636875	-	YGR075C	PRP38
chrVII	gene	637104	637577	-	YGR076C	MRPL25
chrVII	gene	637744	639513	-	YGR077C	PEX8
chrVII	gene	639772	640371	-	YGR078C	PAC10
chrVII	gene	640720	641832	+	YGR079W	
chrVII	gene	642010	643008	+	YGR080W	TWF1
chrVII	gene	643148	643780	-	YGR081C	SLX9
chrVII	gene	644044	644595	+	YGR082W	TOM20
chrVII	gene	644860	646815	-	YGR083C	GCD2
chrVII	gene	647123	648142	-	YGR084C	MRP13
chrVII	gene	648383	648907	-	YGR085C	RPL11B
chrVII	gene	649598	650617	-	YGR086C	PIL1
chrVII	gene	651290	652981	-	YGR087C	PDC6
chrVII	gene	654634	656322	+	YGR088W	CTT1
chrVII	gene	656960	659770	+	YGR089W	NNF2
chrVII	gene	662358	666071	+	YGR090W	UTP22
chrVII	gene	666341	667825	+	YGR091W	PRP31
chrVII	gene	668189	669907	+	YGR092W	DBF2
chrVII	gene	670388	671911	+	YGR093W	DRN1
chrVII	gene	672186	675500	+	YGR094W	VAS1
chrVII	gene	675671	676342	-	YGR095C	RRP46
chrVII	gene	676621	677565	+	YGR096W	TPC1
chrVII	gene	678695	682135	+	YGR097W	ASK10
chrVII	gene	682566	687458	-	YGR098C	ESP1
chrVII	gene	687899	689965	+	YGR099W	TEL2
chrVII	gene	690245	693097	+	YGR100W	MDR1
chrVII	gene	693363	694403	+	YGR101W	PCP1
chrVII	gene	694584	695135	-	YGR102C	GTF1
chrVII	gene	695417	697234	+	YGR103W	NOP7
chrVII	gene	697445	698368	-	YGR104C	SRB5
chrVII	gene	698599	698832	+	YGR105W	VMA21
chrVII	gene	698989	699786	-	YGR106C	VOA1
chrVII	gene	702667	703116	+	YGR107W	
chrVII	gene	703636	705051	+	YGR108W	CLB1
chrVII	gene	705359	706501	-	YGR109C	CLB6
chrVII	gene	713709	715046	+	YGR110W	CLD1
chrVII	gene	715828	717030	+	YGR111W	
chrVII	gene	717358	718527	+	YGR112W	SHY1
chrVII	gene	718893	719924	+	YGR113W	DAM1
chrVII	gene	720265	720654	-	YGR114C	
chrVII	gene	720372	721151	-	YGR115C	
chrVII	gene	720409	724764	+	YGR116W	SPT6
chrVII	gene	725049	726479	-	YGR117C	
chrVII	gene	726974	727730	+	YGR118W	RPS23A
chrVII	gene	728046	729671	-	YGR119C	NUP57
chrVII	gene	730033	730821	-	YGR120C	COG2
chrVII	gene	731449	732927	-	YGR121C	MEP1
chrVII	gene	733412	733627	+	YGR121W-A	
chrVII	gene	733935	735143	+	YGR122W	
chrVII	gene	735630	735758	-	YGR122C-A	
chrVII	gene	736662	738203	-	YGR123C	PPT1
chrVII	gene	739944	741662	+	YGR124W	ASN2
chrVII	gene	742325	745435	+	YGR125W	
chrVII	gene	745835	746527	+	YGR126W	
chrVII	gene	746798	747736	+	YGR127W	
chrVII	gene	747950	750091	-	YGR128C	UTP8
chrVII	gene	750400	751047	+	YGR129W	SYF2
chrVII	gene	751394	753844	-	YGR130C	
chrVII	gene	754726	755250	+	YGR131W	FHN1
chrVII	gene	755589	756452	-	YGR132C	PHB1
chrVII	gene	756896	757447	+	YGR133W	PEX4
chrVII	gene	757770	761138	+	YGR134W	CAF130
chrVII	gene	761392	762168	+	YGR135W	PRE9
chrVII	gene	762428	763153	+	YGR136W	LSB1
chrVII	gene	762888	763262	+	YGR137W	
chrVII	gene	763762	765606	-	YGR138C	TPO2
chrVII	gene	765726	766064	+	YGR139W	
chrVII	gene	767429	770299	+	YGR140W	CBF2
chrVII	gene	770569	771972	+	YGR141W	VPS62
chrVII	gene	772454	773686	+	YGR142W	BTN2
chrVII	gene	775193	777508	+	YGR143W	SKN1
chrVII	gene	780399	781379	+	YGR144W	THI4
chrVII	gene	781767	783890	+	YGR145W	ENP2
chrVII	gene	784223	784858	-	YGR146C	ECL1
chrVII	gene	785276	785437	-	YGR146C-A	
chrVII	gene	786054	786920	-	YGR147C	NAT2
chrVII	gene	787312	788178	-	YGR148C	RPL24B
chrVII	gene	789031	790329	+	YGR149W	
chrVII	gene	790459	793053	-	YGR150C	CCM1
chrVII	gene	794655	794990	-	YGR151C	
chrVII	gene	794674	795492	-	YGR152C	RSR1
chrVII	gene	796092	796745	+	YGR153W	
chrVII	gene	796798	797868	-	YGR154C	GTO1
chrVII	gene	798543	800066	+	YGR155W	CYS4
chrVII	gene	800546	801823	+	YGR156W	PTI1
chrVII	gene	802440	805049	+	YGR157W	CHO2
chrVII	gene	805269	806021	-	YGR158C	MTR3
chrVII	gene	806412	807656	-	YGR159C	NSR1
chrVII	gene	807073	807684	+	YGR160W	
chrVII	gene	808629	809420	-	YGR161C	RTS3
chrVII	gene	810227	810505	+	YGR161W-C	
chrVII	gene	824059	826917	+	YGR162W	TIF4631
chrVII	gene	827552	828577	+	YGR163W	GTR2
chrVII	gene	828625	828960	+	YGR164W	
chrVII	gene	829116	830153	+	YGR165W	MRPS35
chrVII	gene	830515	832197	+	YGR166W	TRS65
chrVII	gene	832456	833157	+	YGR167W	CLC1
chrVII	gene	833352	834482	-	YGR168C	
chrVII	gene	834689	835903	-	YGR169C	PUS6
chrVII	gene	836387	836665	-	YGR169C-A	LSO2
chrVII	gene	837142	840558	+	YGR170W	PSD2
chrVII	gene	840824	842551	-	YGR171C	MSM1
chrVII	gene	842845	843591	-	YGR172C	YIP1
chrVII	gene	843854	844960	+	YGR173W	RBG2
chrVII	gene	845893	846405	-	YGR174C	CBP4
chrVII	gene	846655	846741	+	YGR174W-A	
chrVII	gene	846933	848423	-	YGR175C	ERG1
chrVII	gene	848720	849067	+	YGR176W	
chrVII	gene	848829	850436	-	YGR177C	ATF2
chrVII	gene	851047	853215	-	YGR178C	PBP1
chrVII	gene	853675	854895	-	YGR179C	OKP1
chrVII	gene	855264	856301	-	YGR180C	RNR4
chrVII	gene	858287	858604	+	YGR181W	TIM13
chrVII	gene	858551	858904	-	YGR182C	
chrVII	gene	859063	859476	-	YGR183C	QCR9
chrVII	gene	859901	865753	-	YGR184C	UBR1
chrVII	gene	866336	867520	-	YGR185C	TYS1
chrVII	gene	867774	869981	+	YGR186W	TFG1
chrVII	gene	870232	871416	-	YGR187C	HGH1
chrVII	gene	872044	875109	-	YGR188C	BUB1
chrVII	gene	876669	878192	-	YGR189C	CRH1
chrVII	gene	880296	880661	-	YGR190C	
chrVII	gene	880420	882231	+	YGR191W	HIP1
chrVII	gene	882812	883810	-	YGR192C	TDH3
chrVII	gene	884509	885741	-	YGR193C	PDX1
chrVII	gene	886073	887875	-	YGR194C	XKS1
chrVII	gene	888882	889622	+	YGR195W	SKI6
chrVII	gene	889733	892186	-	YGR196C	FYV8
chrVII	gene	892497	894140	-	YGR197C	SNG1
chrVII	gene	894693	897146	+	YGR198W	YPP1
chrVII	gene	897502	899781	+	YGR199W	PMT6
chrVII	gene	899904	902270	-	YGR200C	ELP2
chrVII	gene	902520	903197	-	YGR201C	
chrVII	gene	903474	904748	-	YGR202C	PCT1
chrVII	gene	905237	905683	+	YGR203W	YCH1
chrVII	gene	905934	908774	+	YGR204W	ADE3
chrVII	gene	909061	909174	-	YGR204C-A	
chrVII	gene	909213	910085	+	YGR205W	TDA10
chrVII	gene	910432	910737	+	YGR206W	MVB12
chrVII	gene	910843	911628	-	YGR207C	CIR1
chrVII	gene	911883	912812	+	YGR208W	SER2
chrVII	gene	912913	913227	-	YGR209C	TRX2
chrVII	gene	913503	914738	-	YGR210C	
chrVII	gene	915241	916701	+	YGR211W	ZPR1
chrVII	gene	917040	918446	+	YGR212W	SLI1
chrVII	gene	918512	919465	-	YGR213C	RTA1
chrVII	gene	920575	921788	+	YGR214W	RPS0A
chrVII	gene	922175	922507	+	YGR215W	RSM27
chrVII	gene	922633	924462	-	YGR216C	GPI1
chrVII	gene	924696	930815	+	YGR217W	CCH1
chrVII	gene	932541	935795	+	YGR218W	CRM1
chrVII	gene	936035	936376	+	YGR219W	
chrVII	gene	936074	936883	-	YGR220C	MRPL9
chrVII	gene	937124	938992	-	YGR221C	TOS2
chrVII	gene	939923	940804	+	YGR222W	PET54
chrVII	gene	940869	942215	-	YGR223C	HSV2
chrVII	gene	942806	944647	+	YGR224W	AZR1
chrVII	gene	945145	947019	+	YGR225W	AMA1
chrVII	gene	946792	947001	-	YGR226C	
chrVII	gene	947420	948997	+	YGR227W	DIE2
chrVII	gene	949365	949709	+	YGR228W	
chrVII	gene	949382	950899	-	YGR229C	SMI1
chrVII	gene	951894	952307	+	YGR230W	BNS1
chrVII	gene	952548	953480	-	YGR231C	PHB2
chrVII	gene	953960	954646	+	YGR232W	NAS6
chrVII	gene	954674	958210	-	YGR233C	PHO81
chrVII	gene	959904	961103	+	YGR234W	YHB1
chrVII	gene	961360	962061	-	YGR235C	MIC26
chrVII	gene	962530	962817	-	YGR236C	SPG1
chrVII	gene	963298	965655	-	YGR237C	
chrVII	gene	966039	968687	-	YGR238C	KEL2
chrVII	gene	969187	970053	-	YGR239C	PEX21
chrVII	gene	970771	973734	-	YGR240C	PFK1
chrVII	gene	974577	974777	-	YGR240C-A	
chrVII	gene	974875	976581	-	YGR241C	YAP1802
chrVII	gene	976415	976723	+	YGR242W	
chrVII	gene	977336	977776	+	YGR243W	MPC3
chrVII	gene	978036	979319	-	YGR244C	LSC2
chrVII	gene	979765	982068	-	YGR245C	SDA1
chrVII	gene	982482	984272	-	YGR246C	BRF1
chrVII	gene	984966	985685	+	YGR247W	CPD1
chrVII	gene	985972	986739	+	YGR248W	SOL4
chrVII	gene	988049	989419	+	YGR249W	MGA1
chrVII	gene	991176	993521	-	YGR250C	
chrVII	gene	995639	996229	+	YGR251W	NOP19
chrVII	gene	996869	998188	+	YGR252W	GCN5
chrVII	gene	998358	999140	-	YGR253C	PUP2
chrVII	gene	1000927	1002240	+	YGR254W	ENO1
chrVII	gene	1002523	1003962	-	YGR255C	COQ6
chrVII	gene	1004624	1006102	+	YGR256W	GND2
chrVII	gene	1006205	1007305	-	YGR257C	MTM1
chrVII	gene	1007671	1010766	-	YGR258C	RAD2
chrVII	gene	1012481	1012921	-	YGR259C	
chrVII	gene	1012485	1014089	+	YGR260W	TNA1
chrVII	gene	1014321	1016750	-	YGR261C	APL6
chrVII	gene	1016974	1017759	-	YGR262C	BUD32
chrVII	gene	1017967	1019241	-	YGR263C	SAY1
chrVII	gene	1019598	1021853	-	YGR264C	MES1
chrVII	gene	1021648	1022058	+	YGR265W	
chrVII	gene	1022656	1024761	+	YGR266W	
chrVII	gene	1025004	1025735	-	YGR267C	FOL2
chrVII	gene	1026057	1026653	-	YGR268C	HUA1
chrVII	gene	1026636	1026962	+	YGR269W	
chrVII	gene	1027370	1031509	+	YGR270W	YTA7
chrVII	gene	1027382	1027600	-	YGR270C-A	
chrVII	gene	1031791	1037694	+	YGR271W	SLH1
chrVII	gene	1037800	1038501	-	YGR271C-A	EFG1
chrVII	gene	1038715	1039239	-	YGR273C	
chrVII	gene	1039895	1043095	-	YGR274C	TAF1
chrVII	gene	1043276	1043749	+	YGR275W	RTT102
chrVII	gene	1043819	1045480	-	YGR276C	RNH70
chrVII	gene	1045644	1046561	-	YGR277C	CAB4
chrVII	gene	1046731	1048464	+	YGR278W	CWC22
chrVII	gene	1048798	1049958	-	YGR279C	SCW4
chrVII	gene	1050910	1051725	-	YGR280C	PXR1
chrVII	gene	1052824	1057257	+	YGR281W	YOR1
chrVII	gene	1057783	1058724	-	YGR282C	BGL2
chrVII	gene	1059015	1060040	-	YGR283C	
chrVII	gene	1060658	1061590	-	YGR284C	ERV29
chrVII	gene	1061852	1063153	-	YGR285C	ZUO1
chrVII	gene	1063813	1064940	-	YGR286C	BIO2
chrVII	gene	1067222	1068991	-	YGR287C	IMA1
chrVII	gene	1070293	1071714	+	YGR288W	MAL13
chrVII	gene	1073963	1075813	-	YGR289C	MAL11
chrVII	gene	1075482	1075925	+	YGR290W	
chrVII	gene	1076283	1076504	-	YGR291C	
chrVII	gene	1076599	1078353	+	YGR292W	MAL12
chrVII	gene	1079885	1080346	-	YGR293C	
chrVII	gene	1080306	1080668	+	YGR294W	PAU12
chrVII	gene	1081584	1082729	-	YGR295C	COS6
chrVII	gene	1084864	1090591	+	YGR296W	YRF1-3
chrVII	gene	1088870	1089445	-	YGR296C-A	
chrVII	gene	1089746	1090228	-	YGR296C-B	
chrVIII	gene	445	3311	-	YHL050C	
chrVIII	gene	811	1293	+	YHL050W-A	
chrVIII	gene	3726	4541	-	YHL049C	
chrVIII	gene	5663	5797	-	YHL048C-A	
chrVIII	gene	6401	7546	+	YHL048W	COS8
chrVIII	gene	8351	10213	-	YHL047C	ARN2
chrVIII	gene	9981	10307	+	YHL046W-A	
chrVIII	gene	11923	12285	-	YHL046C	PAU13
chrVIII	gene	12502	12849	+	YHL045W	
chrVIII	gene	13565	14272	+	YHL044W	
chrVIII	gene	14901	15413	+	YHL043W	ECM34
chrVIII	gene	15667	16119	+	YHL042W	
chrVIII	gene	17392	17841	+	YHL041W	
chrVIII	gene	19088	20971	-	YHL040C	ARN1
chrVIII	gene	21783	23540	+	YHL039W	EFM1
chrVIII	gene	23617	25509	-	YHL038C	CBP2
chrVIII	gene	25778	26179	-	YHL037C	
chrVIII	gene	26241	27881	+	YHL036W	MUP3
chrVIII	gene	27978	32756	-	YHL035C	VMR1
chrVIII	gene	33176	33637	+	YHL034W-A	
chrVIII	gene	33193	34077	-	YHL034C	SBP1
chrVIII	gene	35255	36025	-	YHL033C	RPL8A
chrVIII	gene	36379	38508	-	YHL032C	GUT1
chrVIII	gene	38815	39486	-	YHL031C	GOS1
chrVIII	gene	39074	39535	+	YHL030W-A	
chrVIII	gene	40084	45690	+	YHL030W	ECM29
chrVIII	gene	45929	47968	-	YHL029C	OCA5
chrVIII	gene	48763	50580	+	YHL028W	WSC4
chrVIII	gene	51111	52988	+	YHL027W	RIM101
chrVIII	gene	53219	54166	-	YHL026C	
chrVIII	gene	54851	55849	+	YHL025W	SNF6
chrVIII	gene	56649	58790	+	YHL024W	RIM4
chrVIII	gene	59123	62563	-	YHL023C	NPR3
chrVIII	gene	62961	64157	-	YHL022C	SPO11
chrVIII	gene	64462	65859	-	YHL021C	AIM17
chrVIII	gene	66242	67456	-	YHL020C	OPI1
chrVIII	gene	67711	68304	+	YHL019W-A	
chrVIII	gene	67731	69548	-	YHL019C	APM2
chrVIII	gene	69708	70070	+	YHL018W	
chrVIII	gene	70276	71874	+	YHL017W	
chrVIII	gene	72037	74244	-	YHL016C	DUR3
chrVIII	gene	74699	74782	+	YHL015W-A	
chrVIII	gene	75412	75777	+	YHL015W	RPS20
chrVIII	gene	76097	77314	-	YHL014C	YLF2
chrVIII	gene	77430	78353	-	YHL013C	OTU2
chrVIII	gene	78936	80417	+	YHL012W	
chrVIII	gene	80654	81616	-	YHL011C	PRS3
chrVIII	gene	81964	83721	-	YHL010C	ETP1
chrVIII	gene	84068	85060	-	YHL009C	YAP3
chrVIII	gene	92627	94510	-	YHL008C	
chrVIII	gene	95118	97937	-	YHL007C	STE20
chrVIII	gene	97732	98085	+	YHL006W-A	
chrVIII	gene	98343	98795	-	YHL006C	SHU1
chrVIII	gene	98828	99220	-	YHL005C	
chrVIII	gene	99219	100403	+	YHL004W	MRP4
chrVIII	gene	100648	101883	-	YHL003C	LAG1
chrVIII	gene	102587	103075	-	YHL002C-A	
chrVIII	gene	102612	103970	+	YHL002W	HSE1
chrVIII	gene	104277	105091	+	YHL001W	RPL14B
chrVIII	gene	106055	107368	+	YHR001W	OSH7
chrVIII	gene	107826	108122	+	YHR001W-A	QCR10
chrVIII	gene	108812	109885	+	YHR002W	LEU5
chrVIII	gene	110028	111317	-	YHR003C	TCD1
chrVIII	gene	111754	113094	-	YHR004C	NEM1
chrVIII	gene	113499	114917	-	YHR005C	GPA1
chrVIII	gene	115620	115901	-	YHR005C-A	TIM10
chrVIII	gene	117814	119439	+	YHR006W	STP2
chrVIII	gene	120091	121683	-	YHR007C	ERG11
chrVIII	gene	122550	122765	-	YHR007C-A	
chrVIII	gene	122889	123590	-	YHR008C	SOD2
chrVIII	gene	124109	125680	-	YHR009C	TDA3
chrVIII	gene	126521	127492	+	YHR010W	RPL27A
chrVIII	gene	127780	129120	+	YHR011W	DIA4
chrVIII	gene	129481	130448	+	YHR012W	VPS29
chrVIII	gene	130730	131446	-	YHR013C	ARD1
chrVIII	gene	132047	132922	+	YHR014W	SPO13
chrVIII	gene	134554	136533	+	YHR015W	MIP6
chrVIII	gene	136881	138455	-	YHR016C	YSC84
chrVIII	gene	138694	139851	+	YHR017W	YSC83
chrVIII	gene	140011	141402	-	YHR018C	ARG4
chrVIII	gene	141894	143558	-	YHR019C	DED81
chrVIII	gene	143996	146062	+	YHR020W	
chrVIII	gene	147871	148669	-	YHR021C	RPS27B
chrVIII	gene	149225	149680	+	YHR021W-A	ECM12
chrVIII	gene	149575	150345	-	YHR022C	
chrVIII	gene	151217	151306	-	YHR022C-A	
chrVIII	gene	151666	157452	+	YHR023W	MYO1
chrVIII	gene	157744	159192	-	YHR024C	MAS2
chrVIII	gene	159438	160511	+	YHR025W	THR1
chrVIII	gene	160844	161485	+	YHR026W	VMA16
chrVIII	gene	161730	164711	-	YHR027C	RPN1
chrVIII	gene	164978	167434	-	YHR028C	DAP2
chrVIII	gene	167352	167672	+	YHR028W-A	
chrVIII	gene	167677	168561	-	YHR029C	YHI9
chrVIII	gene	168890	170344	-	YHR030C	SLT2
chrVIII	gene	170799	172970	-	YHR031C	RRM3
chrVIII	gene	173344	175089	+	YHR032W	ERC1
chrVIII	gene	175195	175374	+	YHR032W-A	
chrVIII	gene	175275	175394	-	YHR032C-A	
chrVIII	gene	175548	176819	+	YHR033W	
chrVIII	gene	176965	177999	-	YHR034C	PIH1
chrVIII	gene	178219	180111	+	YHR035W	NEL1
chrVIII	gene	180345	181760	+	YHR036W	BRL1
chrVIII	gene	181977	183704	+	YHR037W	PUT2
chrVIII	gene	184066	184758	+	YHR038W	RRF1
chrVIII	gene	184875	186809	-	YHR039C	MSC7
chrVIII	gene	187173	187679	-	YHR039C-A	VMA10
chrVIII	gene	187924	189024	+	YHR040W	BCD1
chrVIII	gene	189131	189864	-	YHR041C	SRB2
chrVIII	gene	190543	192618	+	YHR042W	NCP1
chrVIII	gene	192805	193545	-	YHR043C	DOG2
chrVIII	gene	194068	194808	-	YHR044C	DOG1
chrVIII	gene	195551	197233	+	YHR045W	
chrVIII	gene	197398	198285	-	YHR046C	INM1
chrVIII	gene	198740	201310	-	YHR047C	AAP1
chrVIII	gene	204607	206151	+	YHR048W	YHK8
chrVIII	gene	206462	207193	+	YHR049W	FSH1
chrVIII	gene	207234	207530	-	YHR049C-A	
chrVIII	gene	207654	209303	+	YHR050W	SMF2
chrVIII	gene	209475	209645	+	YHR050W-A	
chrVIII	gene	209705	210151	+	YHR051W	COX6
chrVIII	gene	210848	211978	+	YHR052W	CIC1
chrVIII	gene	212510	212704	+	YHR052W-A	
chrVIII	gene	212535	212720	-	YHR053C	CUP1-1
chrVIII	gene	213185	214249	-	YHR054C	
chrVIII	gene	214508	214702	+	YHR054W-A	
chrVIII	gene	214533	214718	-	YHR055C	CUP1-2
chrVIII	gene	215183	217834	-	YHR056C	RSC30
chrVIII	gene	217406	217840	+	YHR056W-A	
chrVIII	gene	218226	218843	-	YHR057C	CPR2
chrVIII	gene	218997	219884	-	YHR058C	MED6
chrVIII	gene	220108	220500	+	YHR059W	FYV4
chrVIII	gene	220725	221270	+	YHR060W	VMA22
chrVIII	gene	221534	222478	-	YHR061C	GIC1
chrVIII	gene	222877	223758	-	YHR062C	RPP1
chrVIII	gene	224030	225169	-	YHR063C	PAN5
chrVIII	gene	225442	225777	+	YHR063W-A	
chrVIII	gene	225525	227141	-	YHR064C	SSZ1
chrVIII	gene	227532	229037	-	YHR065C	RRP3
chrVIII	gene	229335	230696	+	YHR066W	SSF1
chrVIII	gene	230970	231812	+	YHR067W	HTD2
chrVIII	gene	232133	233296	+	YHR068W	DYS1
chrVIII	gene	233579	234658	-	YHR069C	RRP4
chrVIII	gene	234874	235236	-	YHR069C-A	
